ITEM: TIMESTEP
 1
ITEM: NUMBER OF ATOMS
44 4.943622 2.013502 3.353205
45 6.716802 -0.689303 3.276204
46 6.653856 1.905413 5.061357
47 8.335398 -0.351750 5.122340
48 8.268379 1.346581 3.344794
49 0.016018 3.230934 3.282331
50 -0.022360 5.134293 5.043019
51 1.711772 3.306284 5.114148
52 1.519568 5.287254 3.358966
53 3.374047 3.199938 3.195797
54 3.277719 5.374763 5.060534
55 5.100571 3.299129 5.127870
56 4.890970 5.830042 3.343668
57 6.723101 3.213635 3.212424
58 6.638949 5.292417 5.062645
59 8.331773 3.252486 5.158523
60 8.217283 4.338555 3.345632
61 0.018974 6.598631 3.271839
62 -0.072774 8.339983 5.035662
63 1.626214 6.616342 5.141650
64 1.491759 8.470364 3.349848
65 3.414407 6.530907 3.173887
66 3.301151 8.406969 5.064029
67 5.154251 6.614369 5.152070
68 4.886601 8.489989 3.350347
69 6.719048 6.535863 3.181791
70 6.628305 8.417074 5.055980
71 8.344758 6.554431 5.202055
72 8.204713 8.208138 3.049108
73 0.026103 -0.028233 6.698461
74 -0.032953 1.768210 8.314678
75 1.710503 -0.150567 8.346969
76 1.547692 1.814180 6.709871
77 3.409191 -0.688839 6.628266
78 3.280272 1.980011 8.327783
79 5.046970 -0.118936 8.323794
80 4.947443 2.042639 6.700118
81 6.717492 -0.765829 6.615702
82 6.650410 1.904986 8.321497
83 8.344018 -0.452542 8.378054
84 8.255827 1.241844 6.694320
85 0.017402 3.076710 6.616034
86 -0.018004 5.090021 8.322297
87 1.713434 3.293708 8.387529
88 1.581160 5.714771 6.698082
89 3.108622 3.198575 6.537523
90 3.311293 5.266962 8.319351
91 5.091001 3.295832 8.388002
92 4.916086 5.495958 6.703862
93 6.720414 3.205638 6.542753
94 6.638707 5.301310 8.314234
95 8.346080 3.244178 8.435122
96 8.215588 4.489335 6.697355
97 0.022025 6.613701 6.629945
98 -0.021673 8.346126 8.325320
99 1.713180 6.617457 8.407348
100 1.548133 8.488005 6.696261
101 3.377436 6.532136 6.532459
102 3.255723 8.414931 8.322921
103 5.120376 6.611893 8.410145
104 4.863415 8.507647 6.699741
105 6.717605 6.530993 6.530822
106 6.605037 8.438475 8.318724
107 8.344317 6.554714 8.466610
108 8.345358 8.340754 6.672575
ITEM: TIMESTEP
 81
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.034335 0.018216 0.072539
2 -0.019375 1.809910 1.646403
3 1.728830 -0.227809 1.705200
4 1.653437 1.830497 0.021451
5 3.356917 -0.272700 0.005320
6 3.334421 1.871031 1.685004
7 5.061723 -0.214162 1.713663
8 4.993118 1.825741 0.017974
9 6.715302 -0.220223 0.005776
10 6.660468 1.866536 1.682898
11 8.323437 -0.539105 1.765951
12 8.290329 1.495694 0.007006
13 0.019332 3.063067 -0.010584
14 0.019397 5.031816 1.694968
15 1.709456 3.289080 1.794907
16 1.655705 5.161991 0.018417
17 3.376736 3.280416 -0.073776
18 3.295092 5.185425 1.706211
19 5.051663 3.287751 1.791125
20 4.966705 5.275398 0.011539
21 6.716316 3.288098 -0.063222
22 6.657475 5.174341 1.703563
23 8.327872 3.228517 1.846825
24 8.277052 4.836020 0.000950
25 0.019793 6.678629 0.013780
26 -0.045088 8.362169 1.701158
27 1.710762 6.623555 1.795230
28 1.526048 8.438851 0.011177
29 3.382154 6.610711 -0.079671
30 3.264963 8.440425 1.720778
31 5.112965 6.607955 1.812139
32 4.928421 8.445340 0.010957
33 6.718252 6.616670 -0.074665
34 6.596587 8.447171 1.716516
35 8.346692 6.551360 1.866912
36 8.242572 8.239962 -0.224055
37 0.026138 0.006660 3.376023
38 -0.021508 1.798485 4.988884
39 1.686125 -0.181876 5.073359
40 1.615804 2.006290 3.361289
41 3.375646 -0.708394 3.262776
42 3.313450 1.931368 5.020546
43 5.065952 -0.096152 5.073393
44 4.941222 2.025086 3.353998
45 6.718356 -0.717392 3.273753
46 6.652915 1.915309 5.063425
47 8.335200 -0.365072 5.126867
48 8.265587 1.336587 3.345037
49 0.016697 3.227199 3.280001
50 -0.023099 5.139163 5.044340
51 1.713393 3.304809 5.118558
52 1.514438 5.301878 3.359787
53 3.375468 3.194343 3.190040
54 3.275509 5.388145 5.062598
55 5.103869 3.297444 5.132568
56 4.886575 5.861960 3.344050
57 6.724903 3.208815 3.207322
58 6.637696 5.303302 5.064739
59 8.331387 3.249392 5.164597
60 8.212318 4.311191 3.345840
61 0.019753 6.595583 3.269164
62 -0.074332 8.339521 5.036875
63 1.625501 6.613861 5.147105
64 1.485899 8.475099 3.350247
65 3.416902 6.525038 3.167381
66 3.299889 8.409238 5.066232
67 5.158784 6.611820 5.157693
68 4.881878 8.495620 3.350762
69 6.720701 6.530302 3.175631
70 6.626513 8.419811 5.058068
71 8.344775 6.549923 5.209566
72 8.199429 8.202898 3.038063
73 0.027078 -0.029124 6.699191
74 -0.033790 1.771544 8.313389
75 1.712070 -0.157144 8.347273
76 1.543938 1.819668 6.711298
77 3.411576 -0.716263 6.626380
78 3.278311 1.991865 8.327079
79 5.048504 -0.123111 8.323210
80 4.945184 2.055161 6.701287
81 6.719064 -0.796294 6.613403
82 6.649419 1.914681 8.320702
83 8.344008 -0.469333 8.379356
84 8.252392 1.225620 6.695002
85 0.018056 3.068534 6.613547
86 -0.018846 5.093482 8.321533
87 1.715083 3.291915 8.389201
88 1.577938 5.743178 6.699063
89 3.102720 3.193093 6.532125
90 3.310225 5.276851 8.318502
91 5.094119 3.294139 8.389763
92 4.912416 5.518102 6.704953
93 6.722141 3.200528 6.537630
94 6.637434 5.312369 8.313247
95 8.346118 3.240700 8.438689
96 8.210637 4.466686 6.698094
97 0.022821 6.611327 6.628290
98 -0.022385 8.346145 8.324553
99 1.714781 6.615026 8.409842
100 1.543726 8.493344 6.697083
101 3.378990 6.526268 6.526611
102 3.252699 8.417630 8.322098
103 5.124258 6.609433 8.412675
104 4.857876 8.514034 6.700644
105 6.719229 6.525272 6.525138
106 6.602346 8.442043 8.317842
107 8.344324 6.550145 8.471216
108 8.345378 8.340717 6.672544
ITEM: TIMESTEP
 82
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.035449 0.019174 0.075061
2 -0.019949 1.814601 1.645506
3 1.731153 -0.237337 1.706448
4 1.652919 1.835979 0.022335
5 3.357913 -0.283559 0.005384
6 3.334239 1.877910 1.685560
7 5.064247 -0.222946 1.715422
8 4.992777 1.831116 0.018712
9 6.716880 -0.229019 0.006032
10 6.660126 1.873050 1.683615
11 8.322614 -0.559609 1.769427
12 8.288248 1.488263 0.007244
13 0.020045 3.052948 -0.011020
14 0.019881 5.033099 1.696027
15 1.710988 3.287132 1.799792
16 1.655073 5.169053 0.018974
17 3.378268 3.278227 -0.076526
18 3.293499 5.193494 1.707727
19 5.053254 3.285752 1.795911
20 4.965279 5.286219 0.011983
21 6.717925 3.286226 -0.065642
22 6.656646 5.182027 1.705000
23 8.327175 3.224651 1.853384
24 8.274525 4.828471 0.001069
25 0.020568 6.678691 0.014186
26 -0.046579 8.363010 1.702327
27 1.712306 6.621389 1.800218
28 1.521508 8.442460 0.011516
29 3.383743 6.608235 -0.082730
30 3.261963 8.444398 1.722783
31 5.116461 6.605284 1.817711
32 4.925260 8.449351 0.011289
33 6.719907 6.614369 -0.077587
34 6.593359 8.451387 1.718498
35 8.346712 6.546711 1.874540
36 8.238648 8.235990 -0.232558
37 0.027026 0.007191 3.377435
38 -0.022043 1.802876 4.988204
39 1.687047 -0.189011 5.075981
40 1.613864 2.017490 3.362252
41 3.377148 -0.736957 3.259749
42 3.312470 1.941856 5.021081
43 5.068068 -0.099332 5.075768
44 4.938757 2.036915 3.354817
45 6.719948 -0.746295 3.271232
46 6.651946 1.925480 5.065545
47 8.334998 -0.378705 5.131506
48 8.262730 1.326435 3.345284
49 0.017393 3.223366 3.277597
50 -0.023852 5.144152 5.045694
51 1.715057 3.303279 5.123093
52 1.509185 5.317045 3.360628
53 3.376922 3.188576 3.184114
54 3.273254 5.401818 5.064716
55 5.107235 3.295694 5.137396
56 4.882059 5.894732 3.344449
57 6.726756 3.203859 3.202073
58 6.636416 5.314446 5.066886
59 8.330992 3.246231 5.170833
60 8.207211 4.282991 3.346051
61 0.020554 6.592447 3.266407
62 -0.075894 8.339040 5.038120
63 1.624795 6.611300 5.152719
64 1.479909 8.479958 3.350657
65 3.419448 6.518988 3.160680
66 3.298596 8.411570 5.068497
67 5.163398 6.609189 5.163476
68 4.877013 8.501416 3.351189
69 6.722397 6.524582 3.169294
70 6.624672 8.422625 5.060221
71 8.344791 6.545305 5.217271
72 8.194001 8.197515 3.026715
73 0.028077 -0.030035 6.699933
74 -0.034635 1.774950 8.312059
75 1.713674 -0.163905 8.347589
76 1.540110 1.825306 6.712762
77 3.414016 -0.744458 6.624445
78 3.276305 2.004010 8.326353
79 5.050073 -0.127379 8.322617
80 4.942867 2.067944 6.702494
81 6.720674 -0.827612 6.611047
82 6.648402 1.924642 8.319887
83 8.343997 -0.486510 8.380690
84 8.248872 1.209051 6.695699
85 0.018724 3.060185 6.610978
86 -0.019711 5.097032 8.320750
87 1.716773 3.290062 8.390922
88 1.574643 5.772357 6.700076
89 3.096745 3.187448 6.526570
90 3.309130 5.286973 8.317631
91 5.097301 3.292392 8.391576
92 4.908644 5.540922 6.706072
93 6.723914 3.195272 6.532363
94 6.636133 5.323687 8.312236
95 8.346158 3.237141 8.442345
96 8.205550 4.443323 6.698849
97 0.023636 6.608888 6.626590
98 -0.023106 8.346158 8.323765
99 1.716422 6.612519 8.412410
100 1.539208 8.498818 6.697928
101 3.380583 6.520219 6.520586
102 3.249605 8.420401 8.321253
103 5.128216 6.606901 8.415276
104 4.852178 8.520605 6.701573
105 6.720894 6.519384 6.519291
106 6.599585 8.445703 8.316937
107 8.344330 6.545462 8.475937
108 8.345399 8.340679 6.672514
ITEM: TIMESTEP
 83
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.036586 0.020164 0.077640
2 -0.020532 1.819397 1.644583
3 1.733534 -0.247126 1.707719
4 1.652388 1.841582 0.023244
5 3.358940 -0.294702 0.005451
6 3.334055 1.884938 1.686128
7 5.066839 -0.231969 1.717220
8 4.992430 1.836606 0.019472
9 6.718497 -0.238048 0.006295
10 6.659780 1.879706 1.684354
11 8.321767 -0.580604 1.772981
12 8.286113 1.480621 0.007487
13 0.020773 3.042615 -0.011473
14 0.020371 5.034438 1.697117
15 1.712557 3.285127 1.804808
16 1.654421 5.176323 0.019542
17 3.379837 3.275981 -0.079346
18 3.291870 5.201804 1.709285
19 5.054881 3.283690 1.800826
20 4.963820 5.297310 0.012438
21 6.719575 3.284308 -0.068123
22 6.655793 5.189947 1.706479
23 8.326454 3.220702 1.860109
24 8.271935 4.820699 0.001191
25 0.021363 6.678752 0.014600
26 -0.048105 8.363879 1.703526
27 1.713887 6.619157 1.805342
28 1.516873 8.446163 0.011863
29 3.385370 6.605692 -0.085871
30 3.258877 8.448488 1.724847
31 5.120022 6.602535 1.823441
32 4.922009 8.453472 0.011630
33 6.721605 6.612008 -0.080586
34 6.590038 8.455729 1.720542
35 8.346731 6.541953 1.882365
36 8.234624 8.231918 -0.241276
37 0.027933 0.007741 3.378881
38 -0.022583 1.807366 4.987507
39 1.687995 -0.196329 5.078669
40 1.611873 2.028924 3.363245
41 3.378692 -0.766338 3.256642
42 3.311467 1.952621 5.021632
43 5.070228 -0.102575 5.078195
44 4.936225 2.048993 3.355662
45 6.721578 -0.776029 3.268639
46 6.650951 1.935929 5.067718
47 8.334793 -0.392651 5.136259
48 8.259809 1.316124 3.345536
49 0.018107 3.219434 3.275117
50 -0.024617 5.149262 5.047080
51 1.716762 3.301693 5.127757
52 1.503808 5.332769 3.361488
53 3.378410 3.182631 3.178014
54 3.270954 5.415783 5.066891
55 5.110669 3.293878 5.142356
56 4.877419 5.928375 3.344864
57 6.728661 3.198764 3.196673
58 6.635107 5.325854 5.069089
59 8.330590 3.243003 5.177234
60 8.201958 4.253932 3.346265
61 0.021377 6.589220 3.263567
62 -0.077460 8.338538 5.039397
63 1.624094 6.608658 5.158496
64 1.473786 8.484944 3.351077
65 3.422046 6.512752 3.153776
66 3.297270 8.413966 5.070828
67 5.168096 6.606474 5.169422
68 4.872003 8.507380 3.351629
69 6.724135 6.518699 3.162776
70 6.622782 8.425516 5.062438
71 8.344808 6.540575 5.225173
72 8.188424 8.191985 3.015059
73 0.029098 -0.030964 6.700686
74 -0.035487 1.778429 8.310690
75 1.715315 -0.170852 8.347917
76 1.536205 1.831096 6.714265
77 3.416513 -0.773440 6.622462
78 3.274256 2.016448 8.325606
79 5.051680 -0.131740 8.322014
80 4.940490 2.080990 6.703738
81 6.722323 -0.859803 6.608631
82 6.647356 1.934872 8.319050
83 8.343986 -0.504076 8.382059
84 8.245266 1.192135 6.696411
85 0.019407 3.051658 6.608324
86 -0.020600 5.100670 8.319949
87 1.718503 3.288146 8.392692
88 1.571275 5.802324 6.701122
89 3.090696 3.181633 6.520855
90 3.308009 5.297329 8.316738
91 5.100549 3.290587 8.393442
92 4.904767 5.564431 6.707222
93 6.725737 3.189869 6.526950
94 6.634804 5.335266 8.311201
95 8.346199 3.233499 8.446091
96 8.200325 4.419227 6.699619
97 0.024472 6.606382 6.624841
98 -0.023838 8.346167 8.322957
99 1.718102 6.609934 8.415054
100 1.534577 8.504431 6.698797
101 3.382217 6.513986 6.514378
102 3.246438 8.423246 8.320385
103 5.132252 6.604296 8.417950
104 4.846316 8.527364 6.702528
105 6.722601 6.513326 6.513278
106 6.596753 8.449457 8.316009
107 8.344337 6.540662 8.480775
108 8.345419 8.340641 6.672483
ITEM: TIMESTEP
 84
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.037747 0.021186 0.080275
2 -0.021122 1.824300 1.643633
3 1.735974 -0.257179 1.709012
4 1.651842 1.847308 0.024179
5 3.359998 -0.306131 0.005519
6 3.333870 1.892116 1.686711
7 5.069500 -0.241234 1.719058
8 4.992077 1.842214 0.020254
9 6.720153 -0.247314 0.006566
10 6.659430 1.886506 1.685115
11 8.320897 -0.602092 1.776612
12 8.283922 1.472769 0.007735
13 0.021517 3.032067 -0.011946
14 0.020866 5.035833 1.698239
15 1.714163 3.283063 1.809958
16 1.653749 5.183802 0.020121
17 3.381443 3.273674 -0.082238
18 3.290203 5.210356 1.710888
19 5.056545 3.281562 1.805873
20 4.962327 5.308675 0.012903
21 6.721267 3.282342 -0.070668
22 6.654915 5.198104 1.707999
23 8.325710 3.216669 1.867004
24 8.269281 4.812700 0.001315
25 0.022178 6.678813 0.015019
26 -0.049666 8.364780 1.704752
27 1.715506 6.616857 1.810607
28 1.512140 8.449961 0.012218
29 3.387034 6.603080 -0.089097
30 3.255703 8.452698 1.726970
31 5.123651 6.599707 1.829333
32 4.918667 8.457707 0.011978
33 6.723345 6.609585 -0.083664
34 6.586621 8.460201 1.722648
35 8.346748 6.537086 1.890390
36 8.230498 8.227744 -0.250211
37 0.028859 0.008309 3.380362
38 -0.023128 1.811955 4.986793
39 1.688971 -0.203830 5.081423
40 1.609830 2.040595 3.364267
41 3.380277 -0.796555 3.253454
42 3.310440 1.963669 5.022202
43 5.072433 -0.105883 5.080675
44 4.933626 2.061324 3.356534
45 6.723247 -0.806614 3.265973
46 6.649929 1.946662 5.069946
47 8.334584 -0.406911 5.141126
48 8.256823 1.305655 3.345791
49 0.018838 3.215400 3.272558
50 -0.025396 5.154494 5.048500
51 1.718510 3.300049 5.132552
52 1.498305 5.349061 3.362368
53 3.379931 3.176505 3.171737
54 3.268610 5.430042 5.069123
55 5.114172 3.291991 5.147451
56 4.872651 5.962906 3.345296
57 6.730621 3.193528 3.191118
58 6.633770 5.337528 5.071349
59 8.330179 3.239707 5.183801
60 8.196556 4.223990 3.346482
61 0.022222 6.585901 3.260642
62 -0.079030 8.338016 5.040707
63 1.623400 6.605932 5.164440
64 1.467529 8.490059 3.351507
65 3.424696 6.506324 3.146665
66 3.295912 8.416428 5.073224
67 5.172878 6.603673 5.175535
68 4.866843 8.513518 3.352082
69 6.725917 6.512648 3.156074
70 6.620843 8.428487 5.064723
71 8.344824 6.535732 5.233277
72 8.182696 8.186305 3.003087
73 0.030143 -0.031913 6.701450
74 -0.036346 1.781981 8.309280
75 1.716994 -0.177987 8.348256
76 1.532222 1.837041 6.715806
77 3.419067 -0.803226 6.620429
78 3.272162 2.029183 8.324838
79 5.053323 -0.136197 8.321402
80 4.938054 2.094303 6.705021
81 6.724013 -0.892885 6.606155
82 6.646283 1.945374 8.318192
83 8.343975 -0.522034 8.383461
84 8.241573 1.174872 6.697138
85 0.020105 3.042951 6.605583
86 -0.021513 5.104397 8.319128
87 1.720275 3.286166 8.394514
88 1.567834 5.833093 6.702203
89 3.084573 3.175645 6.514976
90 3.306862 5.307923 8.315822
91 5.103864 3.288723 8.395362
92 4.900784 5.588643 6.708401
93 6.727610 3.184315 6.521389
94 6.633446 5.347107 8.310141
95 8.346241 3.229775 8.449928
96 8.194960 4.394380 6.700406
97 0.025328 6.603808 6.623043
98 -0.024579 8.346170 8.322127
99 1.719823 6.607270 8.417776
100 1.529831 8.510184 6.699688
101 3.383892 6.507563 6.507982
102 3.243198 8.426166 8.319494
103 5.136367 6.601615 8.420698
104 4.840285 8.534316 6.703509
105 6.724350 6.507094 6.507094
106 6.593848 8.453307 8.315059
107 8.344343 6.535745 8.485732
108 8.345440 8.340603 6.672452
ITEM: TIMESTEP
 85
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.038932 0.022240 0.082967
2 -0.021721 1.829312 1.642658
3 1.738475 -0.267500 1.710328
4 1.651281 1.853157 0.025139
5 3.361088 -0.317850 0.005590
6 3.333682 1.899447 1.687306
7 5.072231 -0.250744 1.720935
8 4.991719 1.847940 0.021059
9 6.721850 -0.256819 0.006845
10 6.659076 1.893451 1.685900
11 8.320003 -0.624079 1.780321
12 8.281676 1.464707 0.007987
13 0.022278 3.021300 -0.012440
14 0.021366 5.037285 1.699393
15 1.715807 3.280937 1.815245
16 1.653057 5.191493 0.020710
17 3.383086 3.271307 -0.085204
18 3.288498 5.219155 1.712536
19 5.058245 3.279368 1.811053
20 4.960800 5.320315 0.013379
21 6.723000 3.280329 -0.073276
22 6.654013 5.206502 1.709561
23 8.324942 3.212551 1.874069
24 8.266564 4.804471 0.001442
25 0.023015 6.678874 0.015445
26 -0.051264 8.365713 1.706008
27 1.717164 6.614488 1.816013
28 1.507309 8.453855 0.012580
29 3.388736 6.600398 -0.092408
30 3.252440 8.457031 1.729155
31 5.127346 6.596797 1.835389
32 4.915230 8.462056 0.012335
33 6.725128 6.607101 -0.086823
34 6.583108 8.464806 1.724819
35 8.346764 6.532107 1.898618
36 8.226270 8.223466 -0.259366
37 0.029805 0.008897 3.381877
38 -0.023678 1.816645 4.986062
39 1.689975 -0.211516 5.084245
40 1.607735 2.052505 3.365319
41 3.381905 -0.827627 3.250183
42 3.309390 1.975002 5.022790
43 5.074682 -0.109256 5.083208
44 4.930957 2.073910 3.357433
45 6.724955 -0.838069 3.263232
46 6.648880 1.957680 5.072228
47 8.334371 -0.421488 5.146110
48 8.253772 1.295027 3.346050
49 0.019586 3.211263 3.269920
50 -0.026187 5.159849 5.049954
51 1.720301 3.298345 5.137480
52 1.492675 5.365931 3.363268
53 3.381487 3.170193 3.165278
54 3.266221 5.444598 5.071413
55 5.117745 3.290033 5.152684
56 4.867752 5.998343 3.345747
57 6.732635 3.188148 3.185407
58 6.632405 5.349470 5.073666
59 8.329759 3.236344 5.190537
60 8.191001 4.193140 3.346701
61 0.023089 6.582486 3.257628
62 -0.080603 8.337473 5.042050
63 1.622712 6.603121 5.170555
64 1.461134 8.495306 3.351948
65 3.427398 6.499700 3.139339
66 3.294521 8.418957 5.075688
67 5.177744 6.600782 5.181818
68 4.861530 8.519833 3.352548
69 6.727742 6.506428 3.149183
70 6.618853 8.431539 5.067077
71 8.344841 6.530774 5.241584
72 8.176814 8.180471 2.990793
73 0.031212 -0.032881 6.702224
74 -0.037213 1.785608 8.307827
75 1.718711 -0.185313 8.348608
76 1.528161 1.843145 6.717386
77 3.421681 -0.833834 6.618345
78 3.270023 2.042218 8.324047
79 5.055002 -0.140749 8.320780
80 4.935558 2.107886 6.706344
81 6.725743 -0.926877 6.603617
82 6.645182 1.956153 8.317312
83 8.343963 -0.540386 8.384897
84 8.237793 1.157262 6.697880
85 0.020817 3.034059 6.602752
86 -0.022451 5.108215 8.318289
87 1.722089 3.284119 8.396387
88 1.564317 5.864681 6.703319
89 3.078375 3.169479 6.508929
90 3.305687 5.318755 8.314884
91 5.107244 3.286799 8.397338
92 4.896693 5.613569 6.709612
93 6.729533 3.178606 6.515675
94 6.632060 5.359213 8.309056
95 8.346285 3.225966 8.453858
96 8.189450 4.368763 6.701209
97 0.026204 6.601165 6.621196
98 -0.025329 8.346168 8.321277
99 1.721584 6.604525 8.420577
100 1.524969 8.516080 6.700603
101 3.385608 6.500944 6.501394
102 3.239883 8.429163 8.318579
103 5.140561 6.598857 8.423522
104 4.834081 8.541468 6.704518
105 6.726142 6.500683 6.500736
106 6.590868 8.457253 8.314086
107 8.344349 6.530708 8.490808
108 8.345460 8.340565 6.672422
ITEM: TIMESTEP
 86
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.040141 0.023328 0.085717
2 -0.022328 1.834434 1.641655
3 1.741037 -0.278093 1.711665
4 1.650705 1.859133 0.026126
5 3.362211 -0.329862 0.005664
6 3.333494 1.906934 1.687916
7 5.075031 -0.260503 1.722853
8 4.991355 1.853786 0.021887
9 6.723587 -0.266566 0.007132
10 6.658717 1.900544 1.686709
11 8.319084 -0.646569 1.784109
12 8.279374 1.456435 0.008243
13 0.023054 3.010315 -0.012957
14 0.021871 5.038796 1.700579
15 1.717488 3.278749 1.820670
16 1.652345 5.199397 0.021311
17 3.384767 3.268878 -0.088244
18 3.286754 5.228203 1.714229
19 5.059982 3.277104 1.816370
20 4.959239 5.332233 0.013866
21 6.724776 3.278266 -0.075949
22 6.653086 5.215143 1.711167
23 8.324149 3.208348 1.881310
24 8.263781 4.796008 0.001572
25 0.023872 6.678935 0.015876
26 -0.052898 8.366678 1.707293
27 1.718861 6.612049 1.821564
28 1.502379 8.457847 0.012951
29 3.390477 6.597644 -0.095807
30 3.249086 8.461490 1.731404
31 5.131107 6.593805 1.841614
32 4.911698 8.466523 0.012700
33 6.726955 6.604554 -0.090062
34 6.579497 8.469546 1.727056
35 8.346779 6.527018 1.907053
36 8.221937 8.219084 -0.268744
37 0.030770 0.009504 3.383427
38 -0.024233 1.821438 4.985314
39 1.691006 -0.219390 5.087134
40 1.605586 2.064659 3.366402
41 3.383577 -0.859572 3.246827
42 3.308316 1.986624 5.023398
43 5.076977 -0.112694 5.085794
44 4.928219 2.086754 3.358360
45 6.726703 -0.870413 3.260414
46 6.647803 1.968989 5.074566
47 8.334154 -0.436383 5.151210
48 8.250653 1.284241 3.346313
49 0.020353 3.207020 3.267199
50 -0.026992 5.165329 5.051442
51 1.722136 3.296579 5.142544
52 1.486914 5.383392 3.364188
53 3.383077 3.163689 3.158633
54 3.263788 5.459453 5.073762
